업체코드,ID,리뷰내용,작성일,평가카테고리
ST037,전라도미식가,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-22,양이 많아요
ST037,비빔밥사랑,오랜만에 왔는데 변함없이 맛있네요. 한벽루 강추!,2026-03-16,주차하기 편해요
ST037,객사맛집,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-05-02,친절해요
ST037,전주비빔밥러,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-03-20,주차하기 편해요
ST037,피순대국밥팬,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-05-01,대기시간이 길어요
ST037,review_kr_01,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-03-09,불친절해요
ST037,먹스타그램,테이블 간격이 너무 좁아서 불편했어요.,2026-05-20,양이 적어요
ST037,전통주탐방,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-02-17,깨끗해요
ST037,신시가지거주자,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-08,혼밥하기 좋아요
ST037,맛집평론가,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-25,맛이 별로예요
ST037,food_diary_jj,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-09,맛있어요
ST038,리뷰왕김씨,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-05-25,혼밥하기 좋아요
ST038,맛집지도앱,국물이 진하고 깊어요. 해장에 완벽한 집이에요!,2026-03-15,깨끗해요
ST038,전주맛집C,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-30,혼밥하기 좋아요
ST038,jeonju_review01,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-03-09,깨끗해요
ST038,막걸리투어,순대가 쫄깃하고 내장도 깔끔해요. 국물도 진해요.,2026-05-05,맛있어요
ST038,jbfoodie_02,오랜만에 왔는데 변함없이 맛있네요. 조점례남문피순대 강추!,2026-06-05,양이 많아요
ST038,user_전주_02,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-01-10,양이 적어요
ST038,한정식전문가,조점례남문피순대 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-03-12,분위기가 좋아요
ST038,추어탕마니아,순대 양이 적어서 아쉬웠어요. 추가 주문했어요.,2026-02-06,주차하기 불편해요
ST038,콩나물국밥마니아,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-10,재방문 의사 없어요
ST038,피순대국밥팬,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-03-26,주차하기 편해요
ST038,리뷰어_박씨,가격 대비 양도 많고 맛도 훌륭해요. 조점례남문피순대 단골 됐어요.,2026-01-13,또 오고 싶어요
ST038,친구모임장소,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-06,친절해요
ST038,jbfood_lover,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-03-28,양이 적어요
ST038,덕진구주민,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-03-21,재방문 의사 없어요
ST038,점심메이트,국물이 너무 짜요. 나트륨 조절이 필요해 보여요.,2026-05-06,주차하기 불편해요
ST038,food_review_kr,콩나물이 아삭하고 국물이 개운해요. 해장국으로 최고!,2026-02-04,친절해요
ST038,완산구주민,조점례남문피순대 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-24,가성비가 좋아요
ST039,칼국수러버,가격 대비 양도 많고 맛도 훌륭해요. 전주집 단골 됐어요.,2026-03-10,특별한 날 가기 좋아요
ST039,낙지볶음팬,오랜만에 왔는데 변함없이 맛있네요. 전주집 강추!,2026-05-12,단체모임 하기 좋아요
ST039,jbfood_lover,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-01-03,깨끗해요
ST039,user_전주_02,테이블 간격이 너무 좁아서 불편했어요.,2026-02-03,재방문 의사 없어요
ST039,한정식전문가,전주집 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-03,분위기가 좋아요
ST039,전주맛집탐방,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-27,또 오고 싶어요
ST039,전주토박이강씨,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주집 최고!,2026-06-05,맛있어요
ST039,효자동단골,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-03-12,양이 많아요
ST039,jeonju_review04,오랜만에 왔는데 변함없이 맛있네요. 전주집 강추!,2026-04-07,가성비가 좋아요
ST039,덕진공원산책후,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-04-28,위생이 아쉬워요
ST039,한옥마을여행,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-30,또 오고 싶어요
ST039,덕진구주민,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-05-14,위생이 아쉬워요
ST039,피순대국밥팬,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-05-30,대기시간이 길어요
ST039,전주콩나물,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-02,혼밥하기 좋아요
ST039,맛집헌터A,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-04-06,불친절해요
ST039,foodlover_D,전주집 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-02,깨끗해요
ST039,저녁식사파,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-18,위생이 아쉬워요
ST040,jeonju_review01,오랜만에 왔는데 변함없이 맛있네요. 화심순두부(한옥마을점) 강추!,2026-01-14,친절해요
ST040,food_explorer_kr,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-02-05,가성비가 좋아요
ST040,국밥왕,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-03-29,친절해요
ST040,낙지볶음팬,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-05-26,깨끗해요
ST040,food_jb_03,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-06,가격이 비싸요
ST040,다가동미식,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-16,특별한 날 가기 좋아요
ST040,객사맛집,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-05-05,분위기가 별로예요
ST040,전주시청직원,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-06-11,불친절해요
ST040,jeonju_eater,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-03-22,분위기가 별로예요
ST040,홍길동123,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-01-02,대기시간이 길어요
ST040,food_jb_01,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-03-12,주차하기 불편해요
ST040,냉면마니아,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-13,특별한 날 가기 좋아요
ST040,jbfoodie_03,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-02-10,양이 많아요
ST040,review_kr_01,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-23,가성비가 좋아요
ST040,jb_local_guide,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-06-07,대기시간이 길어요
ST040,taste_kr_02,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-04-20,양이 적어요
ST040,추어탕마니아,오랜만에 왔는데 변함없이 맛있네요. 화심순두부(한옥마을점) 강추!,2026-04-20,친절해요
ST040,user_전주_03,화심순두부(한옥마을점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-04-09,단체모임 하기 좋아요
ST040,taste_hunter99,가격 대비 양도 많고 맛도 훌륭해요. 화심순두부(한옥마을점) 단골 됐어요.,2026-01-10,특별한 날 가기 좋아요
ST040,전주맛집B,화심순두부(한옥마을점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-02-21,가성비가 좋아요
ST041,jeonju_review03,가격 대비 양도 많고 맛도 훌륭해요. 현대옥(객사점) 단골 됐어요.,2026-01-27,특별한 날 가기 좋아요
ST041,맛집헌터A,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-06-08,혼밥하기 좋아요
ST041,travel_eater,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-14,위생이 아쉬워요
ST041,전주비빔밥러,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-01-28,맛이 별로예요
ST041,review_kr_03,직원분이 좀 불친절하셨어요. 바빠서 그런지 모르겠지만 아쉽네요.,2026-02-20,맛이 별로예요
ST041,국밥왕,친구랑 같이 왔는데 둘 다 너무 만족했어요. 현대옥(객사점) 최고!,2026-03-09,가성비가 좋아요
ST041,맛집헌터D,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-02-21,깨끗해요
ST041,경기전방문자,친구랑 같이 왔는데 둘 다 너무 만족했어요. 현대옥(객사점) 최고!,2026-04-15,맛있어요
ST041,전주대학로,가격 대비 양도 많고 맛도 훌륭해요. 현대옥(객사점) 단골 됐어요.,2026-02-11,또 오고 싶어요
ST041,맛있는하루,TV에 나왔다더니 역시 맛있어요. 줄 서서 먹을 만한 집!,2026-05-21,주차하기 편해요
ST041,냉면마니아,현대옥(객사점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-04,특별한 날 가기 좋아요
ST041,중화산동단골,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-03-02,양이 적어요
ST041,jeonju_foodie,반찬 리필을 안 해주더라고요. 조금 아쉬웠습니다.,2026-01-04,주차하기 불편해요
ST041,jeonju_trip,주차도 편하고 넓어서 가족 나들이하기 딱 좋은 곳이에요.,2026-01-29,친절해요
ST041,jbfoodie_02,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-07,주차하기 편해요
ST041,food_explorer_kr,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-01-24,맛이 별로예요
ST041,한옥마을단골,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-01-26,깨끗해요
ST041,주말여행자,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-03-01,양이 적어요
ST041,food_jb_02,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-17,양이 많아요
ST041,가족여행객,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-04-29,맛있어요
ST042,다가동미식,맛은 있는데 양이 조금 적은 것 같아요. 가격 생각하면 아쉬워요.,2026-01-04,주차하기 불편해요
ST042,맛집헌터E,가격 대비 양도 많고 맛도 훌륭해요. 베테랑칼국수(객사점) 단골 됐어요.,2026-05-28,단체모임 하기 좋아요
ST042,foodlover_E,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-02-27,친절해요
ST042,전북도청직원,반찬도 정갈하고 주인분도 친절해서 좋았습니다.,2026-05-13,친절해요
ST042,맛집헌터D,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-06-08,불친절해요
ST042,foodstagram_kr,친구랑 같이 왔는데 둘 다 너무 만족했어요. 베테랑칼국수(객사점) 최고!,2026-04-21,깨끗해요
ST042,맛집소개정씨,테이블 간격이 너무 좁아서 불편했어요.,2026-05-04,위생이 아쉬워요
ST042,전주법원앞단골,칼국수 면이 쫄깃하고 국물이 진해요. 자꾸 생각나는 맛!,2026-04-09,친절해요
ST042,food_explorer_kr,베테랑칼국수(객사점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-23,맛있어요
ST042,jeonju_local,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-01-03,혼밥하기 좋아요
ST042,전주관광객,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-10,주차하기 불편해요
ST042,user_전주_01,혼자 와도 편하게 먹을 수 있어서 자주 오게 되는 집이에요.,2026-05-07,혼밥하기 좋아요
ST042,국밥매니아,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-01-20,양이 적어요
ST042,review_kr_01,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-03-24,양이 많아요
ST042,단골손님이씨,점심시간엔 웨이팅이 필수예요. 여유 있게 방문하세요.,2026-03-26,위생이 아쉬워요
ST043,한옥마을여행,전통 방식 그대로 만들어서 옛날 맛이 나요. 너무 좋아요.,2026-04-28,깨끗해요
ST043,foodie_korea,재료가 신선하고 국물이 진해요. 다음에 또 올게요!,2026-03-28,또 오고 싶어요
ST043,리뷰왕김씨,국물이 예전보다 좀 싱거워진 느낌이에요. 맛이 변한 것 같아요.,2026-04-17,양이 적어요
ST043,food_diary_jj,전주콩나물국밥(객사점) 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-05-31,주차하기 편해요
ST043,korea_food_map,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-04-26,위생이 아쉬워요
ST043,food_jb_03,가격 대비 양도 많고 맛도 훌륭해요. 전주콩나물국밥(객사점) 단골 됐어요.,2026-05-31,특별한 날 가기 좋아요
ST043,review_kr_05,주차공간이 협소해서 근처 유료주차장 이용해야 했어요.,2026-02-04,대기시간이 길어요
ST043,review_kr_03,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-01-02,분위기가 별로예요
ST043,전주맛집A,친구랑 같이 왔는데 둘 다 너무 만족했어요. 전주콩나물국밥(객사점) 최고!,2026-01-13,주차하기 편해요
ST043,foodlover_B,국물이 너무 짜요. 나트륨 조절이 필요해 보여요.,2026-04-21,맛이 별로예요
ST043,jbfoodie_05,오픈하자마자 갔는데 금방 자리가 찼어요. 역시 맛집이네요.,2026-05-04,단체모임 하기 좋아요
ST043,맛집헌터A,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-02-15,단체모임 하기 좋아요
ST043,jbfoodie_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-14,맛있어요
ST043,전북맛집,양이 정말 푸짐해요. 배부르게 먹고 갑니다.,2026-01-27,분위기가 좋아요
ST043,전통주탐방,주말에 갔더니 대기가 너무 길었어요. 웨이팅 30분 이상은 각오하세요.,2026-06-03,대기시간이 길어요
ST043,송천동맛집,가격이 좀 올랐더라고요. 예전보다 비싸진 것 같아 아쉬워요.,2026-05-10,양이 적어요
ST043,막걸리투어,국물 맛이 깊고 진해요. 이 맛 때문에 자꾸 생각나요.,2026-04-18,또 오고 싶어요
ST044,jeonju_review02,위생 상태가 썩 좋아 보이지 않았어요. 개선이 필요해 보여요.,2026-03-22,가격이 비싸요
ST044,foodlover_B,친구랑 같이 왔는데 둘 다 너무 만족했어요. 오모가리김치찌개 최고!,2026-01-14,맛있어요
ST044,gourmet_jb,사장님이 너무 친절하셔서 기분 좋게 먹고 왔어요.,2026-03-06,맛있어요
ST044,국밥왕,오모가리김치찌개 정말 맛있어요! 전주 오면 꼭 들르는 곳입니다.,2026-06-08,특별한 날 가기 좋아요
ST044,taste_kr_04,전주 맛집 검색하다 발견했는데 정말 맛있었어요.,2026-02-27,맛있어요
ST044,신시가지거주자,오랜만에 왔는데 변함없이 맛있네요. 오모가리김치찌개 강추!,2026-05-31,친절해요
ST044,전주맛집E,맛은 평범한데 유명세 때문에 줄만 긴 것 같아요.,2026-06-04,재방문 의사 없어요
